datetime,BTC/USDT
2022-06-07 11:00:00,29504.5
2022-06-07 12:00:00,29490.5
2022-06-07 13:00:00,29549.6
2022-06-07 14:00:00,29892.1
2022-06-07 15:00:00,29876.0
2022-06-07 16:00:00,29898.2
2022-06-07 17:00:00,29927.9
2022-06-07 18:00:00,30172.2
2022-06-07 19:00:00,31050.5
2022-06-07 20:00:00,31350.0
2022-06-07 21:00:00,31398.6
2022-06-07 22:00:00,31257.4
2022-06-07 23:00:00,31118.1
2022-06-08 00:00:00,31075.0
2022-06-08 01:00:00,31112.0
2022-06-08 02:00:00,30966.6
2022-06-08 03:00:00,30006.0
2022-06-08 04:00:00,30228.8
2022-06-08 05:00:00,30534.3
2022-06-08 06:00:00,30519.8
2022-06-08 07:00:00,30547.9
2022-06-08 08:00:00,30494.4
2022-06-08 09:00:00,30514.9
2022-06-08 10:00:00,30374.5
2022-06-08 11:00:00,30399.2
2022-06-08 12:00:00,30127.5
2022-06-08 13:00:00,30754.5
2022-06-08 14:00:00,30411.3
2022-06-08 15:00:00,30458.0
2022-06-08 16:00:00,30327.0
2022-06-08 17:00:00,30371.3
2022-06-08 18:00:00,30224.6
2022-06-08 19:00:00,30127.6
2022-06-08 20:00:00,30192.0
2022-06-08 21:00:00,30409.1
2022-06-08 22:00:00,30300.0
2022-06-08 23:00:00,30192.5
2022-06-09 00:00:00,30211.0
2022-06-09 01:00:00,30076.5
2022-06-09 02:00:00,30188.3
2022-06-09 03:00:00,30283.0
2022-06-09 04:00:00,30248.7
2022-06-09 05:00:00,30305.0
2022-06-09 06:00:00,30321.0
2022-06-09 07:00:00,30477.3
2022-06-09 08:00:00,30496.5
2022-06-09 09:00:00,30534.1
2022-06-09 10:00:00,30423.9
2022-06-09 11:00:00,30286.7
2022-06-09 12:00:00,30102.9
2022-06-09 13:00:00,30157.9
2022-06-09 14:00:00,30105.8
2022-06-09 15:00:00,30285.8
2022-06-09 16:00:00,30330.0
2022-06-09 17:00:00,30311.0
2022-06-09 18:00:00,30138.3
2022-06-09 19:00:00,30003.8
2022-06-09 20:00:00,30178.9
2022-06-09 21:00:00,30125.9
2022-06-09 22:00:00,30058.9
2022-06-09 23:00:00,30093.3
2022-06-10 00:00:00,29737.9
2022-06-10 01:00:00,29869.4
2022-06-10 02:00:00,30008.9
2022-06-10 03:00:00,30102.0
2022-06-10 04:00:00,30081.0
2022-06-10 05:00:00,30088.7
2022-06-10 06:00:00,30087.8
2022-06-10 07:00:00,30041.6
2022-06-10 08:00:00,30015.9
2022-06-10 09:00:00,29888.6
2022-06-10 10:00:00,29991.9
2022-06-10 11:00:00,30005.5
2022-06-10 12:00:00,29631.7
2022-06-10 13:00:00,29385.0
2022-06-10 14:00:00,29545.6
2022-06-10 15:00:00,29438.2
2022-06-10 16:00:00,29034.0
2022-06-10 17:00:00,29104.1
2022-06-10 18:00:00,29044.5
2022-06-10 19:00:00,28970.5
2022-06-10 20:00:00,29184.3
2022-06-10 21:00:00,29178.0
2022-06-10 22:00:00,29160.1
2022-06-10 23:00:00,29077.7
2022-06-11 00:00:00,29220.1
2022-06-11 01:00:00,29193.9
2022-06-11 02:00:00,29253.2
2022-06-11 03:00:00,29258.4
2022-06-11 04:00:00,29363.0
2022-06-11 05:00:00,29269.3
2022-06-11 06:00:00,29294.3
2022-06-11 07:00:00,29309.0
2022-06-11 08:00:00,28994.9
2022-06-11 09:00:00,29063.6
2022-06-11 10:00:00,28913.5
2022-06-11 11:00:00,28723.9
2022-06-11 12:00:00,28454.8
2022-06-11 13:00:00,28760.1
2022-06-11 14:00:00,28410.8
2022-06-11 15:00:00,28392.3
2022-06-11 16:00:00,28459.8
2022-06-11 17:00:00,28485.7
2022-06-11 18:00:00,28598.7
2022-06-11 19:00:00,28581.0
2022-06-11 20:00:00,28397.2
2022-06-11 21:00:00,28550.0
2022-06-11 22:00:00,28624.1
2022-06-11 23:00:00,28416.7
2022-06-12 00:00:00,28496.0
2022-06-12 01:00:00,28229.6
2022-06-12 02:00:00,27409.5
2022-06-12 03:00:00,27538.2
2022-06-12 04:00:00,27422.4
2022-06-12 05:00:00,27258.3
2022-06-12 06:00:00,27466.0
2022-06-12 07:00:00,27629.4
2022-06-12 08:00:00,27553.6
2022-06-12 09:00:00,27459.5
2022-06-12 10:00:00,27435.1
2022-06-12 11:00:00,27443.8
2022-06-12 12:00:00,27422.0
2022-06-12 13:00:00,27302.4
2022-06-12 14:00:00,27798.6
2022-06-12 15:00:00,28077.8
2022-06-12 16:00:00,27923.0
2022-06-12 17:00:00,28111.7
2022-06-12 18:00:00,27896.9
2022-06-12 19:00:00,27410.0
2022-06-12 20:00:00,27366.3
2022-06-12 21:00:00,27360.4
2022-06-12 22:00:00,26982.5
2022-06-12 23:00:00,26564.7
2022-06-13 00:00:00,26291.3
2022-06-13 01:00:00,25758.7
2022-06-13 02:00:00,25331.8
2022-06-13 03:00:00,25500.0
2022-06-13 04:00:00,25373.3
2022-06-13 05:00:00,25221.6
2022-06-13 06:00:00,25345.3
2022-06-13 07:00:00,24801.2
2022-06-13 08:00:00,24172.9
2022-06-13 09:00:00,24038.4
2022-06-13 10:00:00,23978.0
2022-06-13 11:00:00,23718.3
2022-06-13 12:00:00,23668.8
2022-06-13 13:00:00,23642.7
2022-06-13 14:00:00,22789.7
2022-06-13 15:00:00,23253.1
2022-06-13 16:00:00,23722.8
2022-06-13 17:00:00,23525.7
2022-06-13 18:00:00,23369.5
2022-06-13 19:00:00,23200.1
2022-06-13 20:00:00,23238.6
2022-06-13 21:00:00,23050.1
2022-06-13 22:00:00,22575.8
2022-06-13 23:00:00,22471.5
2022-06-14 00:00:00,21740.2
2022-06-14 01:00:00,20834.7
2022-06-14 02:00:00,21530.0
2022-06-14 03:00:00,22106.5
2022-06-14 04:00:00,21963.9
2022-06-14 05:00:00,22739.3
2022-06-14 06:00:00,22621.8
2022-06-14 07:00:00,22863.2
2022-06-14 08:00:00,22599.8
2022-06-14 09:00:00,22290.7
2022-06-14 10:00:00,22372.7
2022-06-14 11:00:00,21980.0
2022-06-14 12:00:00,22141.4
2022-06-14 13:00:00,22397.8
2022-06-14 14:00:00,22499.8
2022-06-14 15:00:00,22672.6
2022-06-14 16:00:00,22474.9
2022-06-14 17:00:00,22347.8
2022-06-14 18:00:00,22281.8
2022-06-14 19:00:00,22182.0
2022-06-14 20:00:00,21981.5
2022-06-14 21:00:00,21468.6
2022-06-14 22:00:00,21580.6
2022-06-14 23:00:00,22122.7
2022-06-15 00:00:00,21799.8
2022-06-15 01:00:00,22152.8
2022-06-15 02:00:00,21974.0
2022-06-15 03:00:00,21442.3
2022-06-15 04:00:00,21133.7
2022-06-15 05:00:00,21210.4
2022-06-15 06:00:00,21321.3
2022-06-15 07:00:00,20707.5
2022-06-15 08:00:00,20255.4
2022-06-15 09:00:00,20232.6
2022-06-15 10:00:00,20566.7
2022-06-15 11:00:00,21163.8
2022-06-15 12:00:00,21183.6
2022-06-15 13:00:00,21547.0
2022-06-15 14:00:00,21202.4
2022-06-15 15:00:00,21408.8
2022-06-15 16:00:00,20714.6
2022-06-15 17:00:00,21110.0
2022-06-15 18:00:00,21529.1
2022-06-15 19:00:00,21617.3
2022-06-15 20:00:00,21674.2
2022-06-15 21:00:00,22197.5
2022-06-15 22:00:00,22460.3
2022-06-15 23:00:00,22567.5
2022-06-16 00:00:00,22658.9
2022-06-16 01:00:00,22359.0
2022-06-16 02:00:00,22445.0
2022-06-16 03:00:00,22197.5
2022-06-16 04:00:00,22084.9
2022-06-16 05:00:00,21931.9
2022-06-16 06:00:00,21788.4
2022-06-16 07:00:00,21748.9
2022-06-16 08:00:00,21773.8
2022-06-16 09:00:00,21266.5
2022-06-16 10:00:00,21232.9
2022-06-16 11:00:00,21028.1
2022-06-16 12:00:00,21128.6
2022-06-16 13:00:00,21004.5
2022-06-16 14:00:00,20914.7
2022-06-16 15:00:00,21067.0
2022-06-16 16:00:00,21170.2
2022-06-16 17:00:00,21051.8
2022-06-16 18:00:00,21014.8
2022-06-16 19:00:00,20862.2
2022-06-16 20:00:00,20698.4
2022-06-16 21:00:00,20675.5
2022-06-16 22:00:00,20356.6
2022-06-16 23:00:00,20387.4
2022-06-17 00:00:00,20353.6
2022-06-17 01:00:00,20866.1
2022-06-17 02:00:00,20568.5
2022-06-17 03:00:00,20369.0
2022-06-17 04:00:00,20519.1
2022-06-17 05:00:00,20793.8
2022-06-17 06:00:00,20881.5
2022-06-17 07:00:00,21087.5
2022-06-17 08:00:00,21056.8
2022-06-17 09:00:00,20963.4
2022-06-17 10:00:00,21108.4
2022-06-17 11:00:00,20963.9
2022-06-17 12:00:00,20645.1
2022-06-17 13:00:00,20791.0
2022-06-17 14:00:00,20535.5
2022-06-17 15:00:00,20656.0
2022-06-17 16:00:00,20564.8
2022-06-17 17:00:00,20582.9
2022-06-17 18:00:00,20512.6
2022-06-17 19:00:00,20506.6
2022-06-17 20:00:00,20641.0
2022-06-17 21:00:00,20547.0
2022-06-17 22:00:00,20441.7
2022-06-17 23:00:00,20457.3
2022-06-18 00:00:00,20561.4
2022-06-18 01:00:00,20381.9
2022-06-18 02:00:00,20464.2
2022-06-18 03:00:00,20450.0
2022-06-18 04:00:00,20482.7
2022-06-18 05:00:00,20416.5
2022-06-18 06:00:00,19419.8
2022-06-18 07:00:00,19244.9
2022-06-18 08:00:00,18997.6
2022-06-18 09:00:00,19156.5
2022-06-18 10:00:00,19382.8
2022-06-18 11:00:00,19237.0
2022-06-18 12:00:00,19147.3
2022-06-18 13:00:00,19190.4
2022-06-18 14:00:00,19070.5
2022-06-18 15:00:00,18946.6
2022-06-18 16:00:00,18866.2
2022-06-18 17:00:00,18609.9
2022-06-18 18:00:00,18203.7
2022-06-18 19:00:00,18059.4
2022-06-18 20:00:00,17798.0
2022-06-18 21:00:00,18503.9
2022-06-18 22:00:00,19173.6
2022-06-18 23:00:00,18959.7
2022-06-19 00:00:00,18960.1
2022-06-19 01:00:00,18473.9
2022-06-19 02:00:00,18367.8
2022-06-19 03:00:00,18299.8
2022-06-19 04:00:00,18496.2
2022-06-19 05:00:00,18114.9
2022-06-19 06:00:00,18250.1
2022-06-19 07:00:00,18297.2
2022-06-19 08:00:00,18657.9
2022-06-19 09:00:00,18994.4
2022-06-19 10:00:00,19888.2
2022-06-19 11:00:00,19685.4
2022-06-19 12:00:00,19338.5
2022-06-19 13:00:00,19172.9
2022-06-19 14:00:00,19460.0
2022-06-19 15:00:00,19816.3
2022-06-19 16:00:00,19514.1
2022-06-19 17:00:00,19438.9
2022-06-19 18:00:00,20237.4
2022-06-19 19:00:00,20111.2
2022-06-19 20:00:00,20634.0
2022-06-19 21:00:00,20387.1
2022-06-19 22:00:00,20683.0
2022-06-19 23:00:00,20564.2
2022-06-20 00:00:00,20054.2
2022-06-20 01:00:00,19788.6
2022-06-20 02:00:00,19936.3
2022-06-20 03:00:00,19966.7
2022-06-20 04:00:00,19850.1
2022-06-20 05:00:00,20094.3
2022-06-20 06:00:00,20126.4
2022-06-20 07:00:00,20076.7
2022-06-20 08:00:00,20554.3
2022-06-20 09:00:00,20643.3
2022-06-20 10:00:00,20876.3
2022-06-20 11:00:00,20791.0
2022-06-20 12:00:00,20542.4
2022-06-20 13:00:00,20516.8
2022-06-20 14:00:00,20832.7
2022-06-20 15:00:00,20815.4
2022-06-20 16:00:00,20269.9
2022-06-20 17:00:00,19968.7
2022-06-20 18:00:00,20036.8
2022-06-20 19:00:00,20064.3
2022-06-20 20:00:00,20446.0
2022-06-20 21:00:00,20412.5
2022-06-20 22:00:00,20483.1
2022-06-20 23:00:00,20570.1
2022-06-21 00:00:00,20666.4
2022-06-21 01:00:00,20661.0
2022-06-21 02:00:00,20424.8
2022-06-21 03:00:00,20604.4
2022-06-21 04:00:00,20649.1
2022-06-21 05:00:00,20880.0
2022-06-21 06:00:00,21179.9
2022-06-21 07:00:00,21107.7
2022-06-21 08:00:00,21345.8
2022-06-21 09:00:00,21191.1
2022-06-21 10:00:00,21287.1
2022-06-21 11:00:00,20953.2
2022-06-21 12:00:00,21089.0
2022-06-21 13:00:00,21604.6
2022-06-21 14:00:00,21578.4
2022-06-21 15:00:00,21382.8
2022-06-21 16:00:00,21390.0
2022-06-21 17:00:00,21232.1
2022-06-21 18:00:00,21095.5
2022-06-21 19:00:00,20879.5
2022-06-21 20:00:00,20851.2
2022-06-21 21:00:00,20960.1
2022-06-21 22:00:00,20885.6
2022-06-21 23:00:00,20713.1
2022-06-22 00:00:00,20580.0
2022-06-22 01:00:00,20405.0
2022-06-22 02:00:00,20458.5
2022-06-22 03:00:00,20309.0
2022-06-22 04:00:00,20424.5
2022-06-22 05:00:00,20359.6
2022-06-22 06:00:00,20103.5
2022-06-22 07:00:00,20091.6
2022-06-22 08:00:00,20226.2
2022-06-22 09:00:00,20415.7
2022-06-22 10:00:00,20410.4
2022-06-22 11:00:00,20497.5
2022-06-22 12:00:00,20352.6
2022-06-22 13:00:00,20715.4
2022-06-22 14:00:00,20685.9
2022-06-22 15:00:00,20075.4
2022-06-22 16:00:00,20310.8
2022-06-22 17:00:00,20255.4
2022-06-22 18:00:00,20210.0
2022-06-22 19:00:00,20103.0
2022-06-22 20:00:00,19871.8
2022-06-22 21:00:00,19995.3
2022-06-22 22:00:00,20088.4
2022-06-22 23:00:00,19977.4
2022-06-23 00:00:00,20407.4
2022-06-23 01:00:00,20366.6
2022-06-23 02:00:00,20350.1
2022-06-23 03:00:00,20202.9
2022-06-23 04:00:00,20345.5
2022-06-23 05:00:00,20338.0
2022-06-23 06:00:00,20537.6
2022-06-23 07:00:00,20446.2
2022-06-23 08:00:00,20560.5
2022-06-23 09:00:00,20738.7
2022-06-23 10:00:00,20685.8
2022-06-23 11:00:00,20629.5
2022-06-23 12:00:00,20553.7
2022-06-23 13:00:00,20452.1
2022-06-23 14:00:00,20598.0
2022-06-23 15:00:00,20339.9
2022-06-23 16:00:00,20275.8
2022-06-23 17:00:00,20305.9
2022-06-23 18:00:00,20418.9
2022-06-23 19:00:00,20900.5
2022-06-23 20:00:00,20805.9
2022-06-23 21:00:00,20676.4
2022-06-23 22:00:00,20983.4
2022-06-23 23:00:00,21096.6
2022-06-24 00:00:00,20999.4
2022-06-24 01:00:00,21038.4
2022-06-24 02:00:00,21164.1
2022-06-24 03:00:00,21066.3
2022-06-24 04:00:00,21040.0
2022-06-24 05:00:00,20908.0
2022-06-24 06:00:00,20834.4
2022-06-24 07:00:00,20903.9
2022-06-24 08:00:00,21039.9
2022-06-24 09:00:00,20816.7
2022-06-24 10:00:00,20983.5
2022-06-24 11:00:00,21165.0
2022-06-24 12:00:00,21206.4
2022-06-24 13:00:00,21188.3
2022-06-24 14:00:00,21118.1
2022-06-24 15:00:00,20875.4
2022-06-24 16:00:00,21032.4
2022-06-24 17:00:00,20962.9
2022-06-24 18:00:00,21116.8
2022-06-24 19:00:00,21241.9
2022-06-24 20:00:00,21188.3
2022-06-24 21:00:00,21306.6
2022-06-24 22:00:00,21296.8
2022-06-24 23:00:00,21231.2
2022-06-25 00:00:00,21183.4
2022-06-25 01:00:00,21319.9
2022-06-25 02:00:00,21167.0
2022-06-25 03:00:00,21295.0
2022-06-25 04:00:00,21226.3
2022-06-25 05:00:00,21208.0
2022-06-25 06:00:00,21296.9
2022-06-25 07:00:00,21495.5
2022-06-25 08:00:00,21383.1
2022-06-25 09:00:00,21423.1
2022-06-25 10:00:00,21425.1
2022-06-25 11:00:00,21329.1
2022-06-25 12:00:00,21142.7
2022-06-25 13:00:00,21159.0
2022-06-25 14:00:00,21120.0
2022-06-25 15:00:00,20958.9
2022-06-25 16:00:00,21042.1
2022-06-25 17:00:00,21087.6
2022-06-25 18:00:00,21226.1
2022-06-25 19:00:00,21195.5
2022-06-25 20:00:00,21214.3
2022-06-25 21:00:00,21508.1
2022-06-25 22:00:00,21424.0
2022-06-25 23:00:00,21481.9
2022-06-26 00:00:00,21461.2
2022-06-26 01:00:00,21387.9
2022-06-26 02:00:00,21346.2
2022-06-26 03:00:00,21415.1
2022-06-26 04:00:00,21414.6
2022-06-26 05:00:00,21431.7
2022-06-26 06:00:00,21470.5
2022-06-26 07:00:00,21390.1
2022-06-26 08:00:00,21444.9
2022-06-26 09:00:00,21405.4
2022-06-26 10:00:00,21410.1
2022-06-26 11:00:00,21699.5
2022-06-26 12:00:00,21447.3
2022-06-26 13:00:00,21395.1
2022-06-26 14:00:00,21403.0
2022-06-26 15:00:00,21314.2
2022-06-26 16:00:00,21344.2
2022-06-26 17:00:00,21251.4
2022-06-26 18:00:00,21177.3
2022-06-26 19:00:00,21273.6
2022-06-26 20:00:00,21388.9
2022-06-26 21:00:00,21372.2
2022-06-26 22:00:00,21136.9
2022-06-26 23:00:00,21029.1
2022-06-27 00:00:00,21039.9
2022-06-27 01:00:00,21079.9
2022-06-27 02:00:00,21123.4
2022-06-27 03:00:00,21160.9
2022-06-27 04:00:00,21235.9
2022-06-27 05:00:00,21173.0
2022-06-27 06:00:00,21258.0
2022-06-27 07:00:00,21354.9
2022-06-27 08:00:00,21476.5
2022-06-27 09:00:00,21443.0
2022-06-27 10:00:00,21428.3
2022-06-27 11:00:00,21298.2
2022-06-27 12:00:00,21231.6
2022-06-27 13:00:00,20729.9
2022-06-27 14:00:00,20806.0
2022-06-27 15:00:00,20744.0
2022-06-27 16:00:00,20746.4
2022-06-27 17:00:00,20711.9
2022-06-27 18:00:00,20812.1
2022-06-27 19:00:00,20845.8
2022-06-27 20:00:00,20905.9
2022-06-27 21:00:00,20789.1
2022-06-27 22:00:00,20801.9
2022-06-27 23:00:00,20730.0
2022-06-28 00:00:00,20760.7
2022-06-28 01:00:00,20609.6
2022-06-28 02:00:00,20632.0
2022-06-28 03:00:00,20722.6
2022-06-28 04:00:00,20758.3
2022-06-28 05:00:00,20730.0
2022-06-28 06:00:00,20848.1
2022-06-28 07:00:00,20868.2
2022-06-28 08:00:00,21102.0
2022-06-28 09:00:00,21050.0
2022-06-28 10:00:00,21014.1
2022-06-28 11:00:00,20987.9
2022-06-28 12:00:00,20942.6
2022-06-28 13:00:00,21044.4
2022-06-28 14:00:00,20840.5
2022-06-28 15:00:00,20595.4
2022-06-28 16:00:00,20701.8
2022-06-28 17:00:00,20622.4
2022-06-28 18:00:00,20341.5
2022-06-28 19:00:00,20246.6
2022-06-28 20:00:00,20269.0
2022-06-28 21:00:00,20384.0
2022-06-28 22:00:00,20300.8
2022-06-28 23:00:00,20268.6
2022-06-29 00:00:00,20283.2
2022-06-29 01:00:00,20345.1
2022-06-29 02:00:00,20335.3
2022-06-29 03:00:00,20275.9
2022-06-29 04:00:00,20297.1
2022-06-29 05:00:00,20177.7
2022-06-29 06:00:00,19937.8
2022-06-29 07:00:00,20080.6
2022-06-29 08:00:00,19985.8
2022-06-29 09:00:00,20056.9
2022-06-29 10:00:00,20087.0
2022-06-29 11:00:00,20096.9
2022-06-29 12:00:00,20002.5
2022-06-29 13:00:00,20074.1
2022-06-29 14:00:00,20115.1
2022-06-29 15:00:00,20076.3
2022-06-29 16:00:00,20012.8
2022-06-29 17:00:00,20078.0
2022-06-29 18:00:00,20044.1
2022-06-29 19:00:00,20214.1
2022-06-29 20:00:00,20215.9
2022-06-29 21:00:00,20285.9
2022-06-29 22:00:00,20204.8
2022-06-29 23:00:00,20109.9
2022-06-30 00:00:00,20027.8
2022-06-30 01:00:00,20008.4
2022-06-30 02:00:00,20073.7
2022-06-30 03:00:00,20062.6
2022-06-30 04:00:00,20039.5
2022-06-30 05:00:00,19990.1
2022-06-30 06:00:00,19408.6
2022-06-30 07:00:00,19423.5
2022-06-30 08:00:00,19226.0
2022-06-30 09:00:00,19139.2
2022-06-30 10:00:00,19093.1
2022-06-30 11:00:00,19088.7
2022-06-30 12:00:00,19193.1
2022-06-30 13:00:00,18855.4
2022-06-30 14:00:00,19108.9
2022-06-30 15:00:00,19133.5
2022-06-30 16:00:00,19128.5
2022-06-30 17:00:00,19092.9
2022-06-30 18:00:00,18962.1
2022-06-30 19:00:00,18921.3
2022-06-30 20:00:00,18742.9
2022-06-30 21:00:00,18812.6
2022-06-30 22:00:00,18885.0
2022-06-30 23:00:00,19923.5
2022-07-01 00:00:00,20288.9
2022-07-01 01:00:00,20411.5
2022-07-01 02:00:00,20292.4
2022-07-01 03:00:00,19720.1
2022-07-01 04:00:00,19399.7
2022-07-01 05:00:00,19457.1
2022-07-01 06:00:00,19390.8
2022-07-01 07:00:00,19566.1
2022-07-01 08:00:00,19515.9
2022-07-01 09:00:00,19415.0
2022-07-01 10:00:00,19062.5
2022-07-01 11:00:00,19180.0
2022-07-01 12:00:00,19275.1
2022-07-01 13:00:00,19440.4
2022-07-01 14:00:00,19400.1
2022-07-01 15:00:00,19279.5
2022-07-01 16:00:00,19334.9
2022-07-01 17:00:00,19474.0
2022-07-01 18:00:00,19425.0
2022-07-01 19:00:00,19380.1
2022-07-01 20:00:00,19424.8
2022-07-01 21:00:00,19389.3
2022-07-01 22:00:00,19292.0
2022-07-01 23:00:00,19272.0
2022-07-02 00:00:00,19168.8
2022-07-02 01:00:00,19220.1
2022-07-02 02:00:00,19189.9
2022-07-02 03:00:00,19121.7
2022-07-02 04:00:00,19189.0
2022-07-02 05:00:00,19229.9
2022-07-02 06:00:00,19209.3
2022-07-02 07:00:00,19119.9
2022-07-02 08:00:00,19104.1
2022-07-02 09:00:00,19163.4
2022-07-02 10:00:00,19232.7
2022-07-02 11:00:00,19188.6
2022-07-02 12:00:00,19335.6
2022-07-02 13:00:00,19257.1
2022-07-02 14:00:00,19274.0
2022-07-02 15:00:00,19219.9
2022-07-02 16:00:00,19281.5
2022-07-02 17:00:00,19290.7
2022-07-02 18:00:00,19310.0
2022-07-02 19:00:00,19263.6
2022-07-02 20:00:00,19256.0
2022-07-02 21:00:00,19345.0
2022-07-02 22:00:00,19321.1
2022-07-02 23:00:00,19240.9
2022-07-03 00:00:00,19237.2
2022-07-03 01:00:00,19181.6
2022-07-03 02:00:00,19255.4
2022-07-03 03:00:00,19254.6
2022-07-03 04:00:00,19234.1
2022-07-03 05:00:00,19034.5
2022-07-03 06:00:00,19141.2
2022-07-03 07:00:00,19127.8
